# datafile= rawdata_47.dat DM606= 13.30 E(606-814)=0.045 compfile= 47tuc_comp.dat
#  F606-F814    F814       F606     comp     cumweight      origpos      xraw       yraw     pos
    0.3824    25.9840    26.3664    90.7233   403.8915        850        953       1239        380
    0.3668    25.9927    26.3595    90.6950   404.9941       1582        940       1241        381
    0.4125    25.9956    26.4081    90.6855   406.0968        436        978       1227        382
    0.3981    25.9996    26.3977    90.6724   407.1997       1581        966       1230        383
    0.5052    26.0002    26.5054    90.6705   408.3026        582       1055       1199        384
    0.4342    26.0017    26.4359    90.6655   409.4055       1075        996       1219        385
    0.3945    26.0033    26.3977    90.6606   410.5085       1282        963       1230        386
    0.5329    26.0038    26.5367    90.6588   411.6116        691       1078       1190        387
    0.3896    26.0046    26.3942    90.6563   412.7146       1793        959       1231        388
    0.3463    26.0097    26.3560    90.6396   413.8179        745        923       1242        389
    0.3740    26.0098    26.3838    90.6393   414.9212        869        946       1234        390
    0.2573    26.0119    26.2692    90.6324   416.0245       1383        849       1267        391
    0.3572    26.0128    26.3699    90.6296   417.1279        865        932       1238        392
    0.3908    26.0138    26.4047    90.6262   418.2314        123        960       1228        393
    0.3680    26.0158    26.3838    90.6196   419.3349       1242        941       1234        394
    0.4137    26.0187    26.4324    90.6102   420.4385         90        979       1220        395
    0.5124    26.0208    26.5332    90.6035   421.5422       1210       1061       1191        396
    0.4053    26.0237    26.4290    90.5941   422.6460        501        972       1221        397
    0.3957    26.0264    26.4220    90.5853   423.7500        711        964       1223        398
    0.3608    26.0265    26.3873    90.5848   424.8539        570        935       1233        399
    0.4077    26.0317    26.4394    90.5679   425.9581       1827        974       1218        400
    0.3572    26.0371    26.3942    90.5504   427.0624        685        932       1231        401
    0.5100    26.0371    26.5471    90.5504   428.1668        541       1059       1187        402
    0.4498    26.0382    26.4880    90.5467   429.2712         49       1009       1204        403
    0.4594    26.0425    26.5019    90.5328   430.3757        871       1017       1200        404
    0.4258    26.0449    26.4707    90.5249   431.4804        423        989       1209        405
    0.3884    26.0510    26.4394    90.5052   432.5853        887        958       1218        406
    0.4258    26.0519    26.4776    90.5022   433.6903        707        989       1207        407
    0.4438    26.0546    26.4985    90.4931   434.7953        492       1004       1201        408
    0.4173    26.0603    26.4776    90.4748   435.9006       1753        982       1207        409
    0.4101    26.0606    26.4707    90.4739   437.0059       1094        976       1209        410
    0.4883    26.0622    26.5506    90.4684   438.1113        278       1041       1186        411
    0.3547    26.0638    26.4186    90.4633   439.2167        805        930       1224        412
    0.4354    26.0665    26.5019    90.4544   440.3222        546        997       1200        413
    0.3860    26.0673    26.4533    90.4521   441.4278        952        956       1214        414
    0.4258    26.0692    26.4950    90.4456   442.5334        574        989       1202        415
    0.3716    26.0748    26.4463    90.4276   443.6393        983        944       1216        416
    0.4077    26.0769    26.4846    90.4208   444.7452        839        974       1205        417
    0.4077    26.0803    26.4880    90.4094   445.8513        998        974       1204        418
    0.4366    26.0827    26.5193    90.4017   446.9575        311        998       1195        419
    0.4414    26.0848    26.5262    90.3947   448.0637       1782       1002       1193        420
    0.4763    26.0882    26.5645    90.3839   449.1701        507       1031       1182        421
    0.4811    26.0903    26.5714    90.3770   450.2766        510       1035       1180        422
    0.4185    26.0938    26.5123    90.3655   451.3832        679        983       1197        423
    0.6015    26.0985    26.6999    90.3413   452.4901       1847       1135       1143        424
    0.4101    26.0988    26.5089    90.3386   453.5971        794        976       1198        425
    0.4643    26.1037    26.5679    90.2944   454.7045        180       1021       1181        426
    0.3559    26.1043    26.4602    90.2887   455.8121        706        931       1212        427
    1.1166    26.1079    27.2245    90.2559   456.9201       1333       1563        992        428
    0.4474    26.1101    26.5575    90.2363   458.0283        520       1007       1184        429
    0.4354    26.1326    26.5679    90.0336   459.1390        965        997       1181        430
    0.4619    26.1339    26.5957    90.0217   460.2498        122       1019       1173        431
    0.4582    26.1340    26.5922    90.0205   461.3607        131       1016       1174        432
    1.4331    26.1353    27.5684    90.0086   462.4717       1045       1826        893        433
    0.5437    26.1354    26.6791    90.0078   463.5827        548       1087       1149        434
    0.3307    26.1365    26.4672    89.9978   464.6938        742        910       1210        435
    0.4486    26.1402    26.5888    89.9649   465.8054        469       1008       1175        436
    1.1166    26.1427    27.2592    89.9422   466.9172       1849       1563        982        437
    0.4871    26.1433    26.6305    89.9362   468.0291        535       1040       1163        438
    0.4787    26.1448    26.6235    89.9229   469.1412        262       1033       1165        439
    0.9926    26.1450    27.1376    89.9208   470.2532       1864       1460       1017        440
    0.4029    26.1477    26.5506    89.8970   471.3656        514        970       1186        441
    0.4233    26.1481    26.5714    89.8935   472.4781       1767        987       1180        442
    0.4221    26.1493    26.5714    89.8826   473.5906        452        986       1180        443
    0.4318    26.1501    26.5818    89.8755   474.7033        912        994       1177        444
    0.4546    26.1585    26.6131    89.7996   475.8169        149       1013       1168        445
    0.3572    26.1621    26.5193    89.7663   476.9309        705        932       1195        446
    0.4811    26.1737    26.6548    89.6623   478.0462        830       1035       1156        447
    0.5461    26.1747    26.7208    89.6532   479.1616        545       1089       1137        448
    0.5365    26.1843    26.7208    89.5662   480.2781        328       1081       1137        449
    0.5256    26.1847    26.7104    89.5625   481.3946        554       1072       1140        450
    0.4065    26.1858    26.5922    89.5532   482.5113        676        973       1174        451
    0.4570    26.1908    26.6478    89.5077   483.6285       1150       1015       1158        452
    0.4270    26.2035    26.6305    89.3929   484.7471       1404        990       1163        453
    0.4775    26.2155    26.6930    89.2847   485.8671        357       1032       1145        454
    0.4607    26.2219    26.6826    89.2266   486.9879        250       1018       1148        455
